Data	Local	venda	itens	tipo_produto
14/nov	loja01	4841	94	brinquedo
15/nov	loja01	19084,8	426	brinquedo
16/nov	loja01	4813,9	91	brinquedo
17/nov	loja01	20366,1	397	brinquedo
18/nov	loja01	18938,4	312	brinquedo
19/nov	loja01	10515,2	212	brinquedo
20/nov	loja01	11480	200	brinquedo
21/nov	loja01	27361,2	453	brinquedo
22/nov	loja01	18123,5	335	brinquedo
23/nov	loja01	22203,5	367	brinquedo
24/nov	loja01	9870,4	199	brinquedo
25/nov	loja01	11661	230	brinquedo
26/nov	loja01	20067,4	373	brinquedo
27/nov	loja01	7320	120	brinquedo
28/nov	loja01	9541,8	186	brinquedo
29/nov	loja01	23364	472	brinquedo
30/nov	loja01	14071,2	264	brinquedo
01/dez	loja01	22599	405	brinquedo
02/dez	loja01	6824,4	121	brinquedo
03/dez	loja01	18988	376	brinquedo
04/dez	loja01	3862,8	87	brinquedo
05/dez	loja01	3534,1	59	brinquedo
06/dez	loja01	13864,5	237	brinquedo
07/dez	loja01	16516,4	314	brinquedo
08/dez	loja01	13439	302	brinquedo
09/dez	loja01	13074,4	236	brinquedo
10/dez	loja01	22692	465	brinquedo
11/dez	loja01	9696,5	205	brinquedo
12/dez	loja01	4410	75	brinquedo
13/dez	loja01	17304,3	351	brinquedo
14/dez	loja01	4293	81	brinquedo
15/dez	loja01	22323,8	422	brinquedo
16/dez	loja01	18995,4	346	brinquedo
17/dez	loja01	15288	312	brinquedo
18/dez	loja01	21960	360	brinquedo
19/dez	loja01	20146,5	363	brinquedo
20/dez	loja01	2589,6	52	brinquedo
21/dez	loja01	14235,2	248	brinquedo
22/dez	loja01	21735,2	404	brinquedo
23/dez	loja01	16460,6	338	brinquedo
24/dez	loja01	20181	465	brinquedo
25/dez	loja01	17759,9	337	brinquedo
26/dez	loja01	7152,6	131	brinquedo
27/dez	loja01	10922,8	188	brinquedo
28/dez	loja01	21500	430	brinquedo
29/dez	loja01	9014,7	199	brinquedo
30/dez	loja01	4429	86	brinquedo
31/dez	loja01	13041	230	brinquedo
01/jan	loja02	21226,6	422	brinquedo
02/jan	loja02	16737,6	317	brinquedo
03/jan	loja02	10944	180	brinquedo
04/jan	loja02	23672,5	425	brinquedo
05/jan	loja02	11942,7	231	brinquedo
06/jan	loja02	27054,4	457	brinquedo
07/jan	loja02	18456,9	357	brinquedo
08/jan	loja02	8880	160	brinquedo
09/jan	loja02	22860	381	brinquedo
10/jan	loja02	8050	175	brinquedo
11/jan	loja02	25460	475	brinquedo
12/jan	loja02	3401,8	73	brinquedo
13/jan	loja02	11797,2	261	brinquedo
14/jan	loja02	13145,5	305	brinquedo
15/jan	loja02	11588,4	261	brinquedo
16/jan	loja02	24952,2	457	brinquedo
17/jan	loja02	18219,6	378	brinquedo
18/jan	loja02	14257,8	267	brinquedo
19/jan	loja02	16044,6	363	brinquedo
20/jan	loja02	18405,2	356	brinquedo
21/jan	loja02	17384,7	347	brinquedo
22/jan	loja02	13478,4	312	brinquedo
23/jan	loja02	17716,5	381	brinquedo
24/jan	loja02	24377,9	433	brinquedo
25/jan	loja02	20836,5	435	brinquedo
26/jan	loja02	13685	230	brinquedo
27/jan	loja02	16248,2	274	brinquedo
28/jan	loja02	3374	70	brinquedo
29/jan	loja02	13334,1	263	brinquedo
30/jan	loja02	8424	180	brinquedo
31/jan	loja02	11005,8	249	brinquedo
01/fev	loja02	8580	143	brinquedo
02/fev	loja02	21451,4	379	brinquedo
03/fev	loja02	7714,9	179	brinquedo
04/fev	loja02	20060,4	458	brinquedo
05/fev	loja02	20833,6	449	brinquedo
06/fev	loja02	18088	304	brinquedo
07/fev	loja02	2119,5	45	brinquedo
08/fev	loja02	12441,6	288	brinquedo
09/fev	loja02	13312,6	259	brinquedo
10/fev	loja02	2327,5	49	brinquedo
11/fev	loja02	3073	70	brinquedo
12/fev	loja02	7757,2	164	brinquedo
13/fev	loja02	11752	226	brinquedo
14/fev	loja02	13335,8	262	brinquedo
15/fev	loja02	22794	393	brinquedo
16/fev	loja02	20196	440	brinquedo
17/fev	loja02	5687	110	brinquedo
18/fev	loja02	20284	440	brinquedo
19/fev	loja02	18142,9	397	brinquedo
20/fev	loja02	3954,7	71	brinquedo
21/fev	loja02	4628	89	brinquedo
22/fev	loja02	8806,8	164	brinquedo
23/fev	loja02	10835	197	brinquedo
24/fev	loja02	14043,2	262	brinquedo
25/fev	loja02	2778,3	49	brinquedo
26/fev	loja02	10490,4	188	brinquedo
27/fev	loja02	14026,1	311	brinquedo
28/fev	loja02	20604	404	brinquedo
29/fev	loja02	16071,9	317	brinquedo
01/mar	loja02	3642,6	78	brinquedo
02/mar	loja02	17501	370	brinquedo
03/mar	loja02	13963,3	299	brinquedo
04/mar	loja02	19966	335	brinquedo
05/mar	loja02	12285,9	219	brinquedo
06/mar	loja02	21111	454	brinquedo
07/mar	loja02	9683,1	203	brinquedo
08/mar	loja02	24153,3	423	brinquedo
09/mar	loja02	4939	110	brinquedo
10/mar	loja02	13778,8	259	brinquedo
11/mar	loja02	3050,4	62	brinquedo
12/mar	loja02	27022	458	brinquedo
13/mar	loja02	17286,5	385	brinquedo
14/mar	loja02	19292,1	321	brinquedo
15/mar	loja02	12151,2	249	brinquedo
16/mar	loja02	6127,5	129	brinquedo
17/mar	loja02	18924	415	brinquedo
18/mar	loja02	16489,2	273	brinquedo
19/mar	loja02	3611,2	74	brinquedo
20/mar	loja02	14722	340	brinquedo
21/mar	loja02	19108	340	brinquedo
22/mar	loja02	15762,8	314	brinquedo
23/mar	loja02	20893,8	359	brinquedo
24/mar	loja02	4074	70	brinquedo
25/mar	loja02	17826,5	353	brinquedo
26/mar	loja02	18260	332	brinquedo
27/mar	loja02	3436,2	69	brinquedo
28/mar	loja02	4241,3	83	brinquedo
29/mar	loja02	25076,7	447	brinquedo
30/mar	loja02	7637,3	131	brinquedo
31/mar	loja02	12789	245	brinquedo
01/abr	loja02	19265,7	431	brinquedo
02/abr	loja02	15360	320	brinquedo
03/abr	loja02	20972,3	401	brinquedo
04/abr	loja02	12402	260	brinquedo
05/abr	loja02	8939,2	151	brinquedo
06/abr	loja02	11363,4	214	brinquedo
07/abr	loja02	15664,8	321	brinquedo
08/abr	loja02	21510	478	brinquedo
09/abr	loja02	21291,5	439	brinquedo
10/abr	loja02	6006	105	brinquedo
11/abr	loja02	18727	307	brinquedo
12/abr	loja02	16411,2	312	brinquedo
13/abr	loja02	21428,8	472	brinquedo
14/abr	loja02	11421,5	265	brinquedo
15/abr	loja02	11154	195	brinquedo
16/abr	loja02	2357,5	41	brinquedo
17/abr	loja02	17166,6	374	brinquedo
18/abr	loja02	14418,9	333	brinquedo
19/abr	loja02	9261	210	brinquedo
20/abr	loja02	18564	390	brinquedo
21/abr	loja02	3920,4	81	brinquedo
22/abr	loja02	3819,3	87	brinquedo
23/abr	loja02	16461	310	brinquedo
24/abr	loja02	16531	271	brinquedo
25/abr	loja02	7380	123	brinquedo
26/abr	loja02	7370,4	166	brinquedo
27/abr	loja02	3024,3	51	brinquedo
28/abr	loja02	20940,3	477	brinquedo
29/abr	loja02	13688	232	brinquedo
30/abr	loja02	15544,7	359	brinquedo
01/mai	loja02	12226,5	247	brinquedo
02/mai	loja02	3744	72	brinquedo
03/mai	loja02	4540,9	91	brinquedo
04/mai	loja02	2231	46	brinquedo
05/mai	loja02	15376	310	brinquedo
06/mai	loja02	8729,1	159	brinquedo
07/mai	loja02	21448	383	brinquedo
08/mai	loja02	10167,6	229	brinquedo
09/mai	loja02	12255	258	brinquedo
10/mai	loja02	6671,9	137	brinquedo
11/mai	loja02	22427,6	454	brinquedo
12/mai	loja02	16283,7	333	brinquedo
13/mai	loja02	20961,5	371	brinquedo
14/mai	loja02	8302,8	148	brinquedo
15/mai	loja02	2365,2	54	brinquedo
16/mai	loja02	27328,8	472	brinquedo
17/mai	loja02	18698,4	392	brinquedo
18/mai	loja02	8806,7	161	brinquedo
19/mai	loja02	12735,9	267	brinquedo
20/mai	loja02	9900,8	182	brinquedo
21/mai	loja02	14699,3	253	brinquedo
22/mai	loja02	18334,8	396	brinquedo
23/mai	loja02	5567	95	brinquedo
24/mai	loja02	20832	465	brinquedo
25/mai	loja02	22436,8	379	brinquedo
26/mai	loja02	10750,1	193	brinquedo
27/mai	loja02	17260,5	311	brinquedo
28/mai	loja02	10248,3	193	brinquedo
29/mai	loja02	25197	454	brinquedo
30/mai	loja02	6302	115	brinquedo
31/mai	loja02	20946,9	393	brinquedo
01/jun	loja02	12382,4	284	brinquedo
02/jun	loja02	11287,5	215	brinquedo
03/jun	loja02	16998,3	303	brinquedo
04/jun	loja02	14803,6	311	brinquedo
05/jun	loja02	19008	330	brinquedo
06/jun	loja02	20608	368	brinquedo
07/jun	loja02	4250,4	84	brinquedo
08/jun	loja02	7796,8	176	brinquedo
09/jun	loja02	19503	330	brinquedo
10/jun	loja02	2424,4	44	brinquedo
11/jun	loja02	14061	258	brinquedo
12/jun	loja02	5913,6	128	brinquedo
13/jun	loja02	8119,2	136	brinquedo
14/jun	loja02	17334,6	346	brinquedo
15/jun	loja02	13097,2	239	brinquedo
16/jun	loja02	6429,7	113	brinquedo
17/jun	loja02	16604	280	brinquedo
18/jun	loja02	17700,2	329	brinquedo
19/jun	loja02	3907,1	89	brinquedo
20/jun	loja02	5362,8	109	brinquedo
21/jun	loja02	8249	146	brinquedo
22/jun	loja02	17492,8	377	brinquedo
23/jun	loja02	12285	225	brinquedo
24/jun	loja02	17942,4	336	brinquedo
25/jun	loja02	8920,8	189	brinquedo
26/jun	loja02	15785	275	brinquedo
27/jun	loja02	10142,1	191	brinquedo
28/jun	loja02	20004,6	433	brinquedo
29/jun	loja02	17480	304	brinquedo
30/jun	loja02	22513	470	brinquedo
01/jul	loja02	2520	48	brinquedo
02/jul	loja02	6750,5	115	brinquedo
03/jul	loja02	10713,6	186	brinquedo
04/jul	loja02	22169,6	433	brinquedo
05/jul	loja02	16161,6	296	brinquedo
06/jul	loja02	16786,5	361	brinquedo
07/jul	loja02	16939,5	345	brinquedo
08/jul	loja02	2398	55	brinquedo
09/jul	loja02	2448	51	brinquedo
10/jul	loja02	4023,6	84	brinquedo
11/jul	loja02	11352,9	213	brinquedo
12/jul	loja02	18575,2	428	brinquedo
13/jul	loja02	25672,8	456	brinquedo
14/jul	loja02	11404,2	229	brinquedo
15/jul	loja02	2318,4	48	brinquedo
16/jul	loja02	9673	170	brinquedo
17/jul	loja02	3958,5	65	brinquedo
18/jul	loja02	16561,5	305	brinquedo
19/jul	loja02	21650	433	brinquedo
20/jul	loja02	23178,6	474	brinquedo
21/jul	loja02	14779,8	306	brinquedo
22/jul	loja02	17582	298	brinquedo
23/jul	loja02	5724,5	107	brinquedo
24/jul	loja02	16317	370	brinquedo
25/jul	loja02	22394,7	447	brinquedo
26/jul	loja02	14869,4	301	brinquedo
27/jul	loja02	10170,6	201	brinquedo
28/jul	loja02	21016	370	brinquedo
29/jul	loja02	9634,8	186	brinquedo
30/jul	loja02	12005,3	271	brinquedo
31/jul	loja02	14014	286	brinquedo
01/ago	loja02	24821,3	413	brinquedo
02/ago	loja02	1800	40	brinquedo
03/ago	loja02	20968,3	467	brinquedo
04/ago	loja02	4361,7	93	brinquedo
05/ago	loja02	9002,2	206	brinquedo
06/ago	loja02	15746,4	324	brinquedo
07/ago	loja02	3251,3	61	brinquedo
08/ago	loja02	17741,6	331	brinquedo
09/ago	loja02	17688	402	brinquedo
10/ago	loja02	16405,2	294	brinquedo
11/ago	loja02	18808,1	361	brinquedo
12/ago	loja02	23413,5	387	brinquedo
13/ago	loja02	5522,4	117	brinquedo
14/ago	loja02	9872,4	228	brinquedo
15/ago	loja02	17850,2	298	brinquedo
16/ago	loja02	20498,4	468	brinquedo
17/ago	loja02	22593	443	brinquedo
18/ago	loja02	11398,2	242	brinquedo
19/ago	loja02	6436,8	108	brinquedo
20/ago	loja02	19891,2	448	brinquedo
21/ago	loja02	14491,3	263	brinquedo
22/ago	loja02	9385,2	158	brinquedo
23/ago	loja02	8160	170	brinquedo
24/ago	loja02	16652	362	brinquedo
25/ago	loja02	15965	310	brinquedo
26/ago	loja02	2783,2	49	brinquedo
27/ago	loja02	22890	420	brinquedo
28/ago	loja02	14914,5	305	brinquedo
29/ago	loja02	28025,6	464	brinquedo
30/ago	loja02	11704	266	brinquedo
31/ago	loja02	22116	380	brinquedo
01/set	loja02	15280,3	263	brinquedo
02/set	loja02	2260,8	48	brinquedo
03/set	loja02	25488	472	brinquedo
04/set	loja02	3570,8	79	brinquedo
05/set	loja02	2475,2	56	brinquedo
06/set	loja02	22081,7	439	brinquedo
07/set	loja02	4455	81	brinquedo
08/set	loja02	16077,6	319	brinquedo
09/set	loja02	12419,6	244	brinquedo
10/set	loja02	7664	160	brinquedo
11/set	loja02	9442,8	172	brinquedo
12/set	loja02	1928	40	brinquedo
13/set	loja02	14301,6	303	brinquedo
14/set	loja02	15280,5	305	brinquedo
15/set	loja02	7151,1	121	brinquedo
16/set	loja02	7205,1	141	brinquedo
17/set	loja02	20851,2	362	brinquedo
18/set	loja02	18799,5	415	brinquedo
19/set	loja02	7456,3	173	brinquedo
20/set	loja02	18210,5	385	brinquedo
21/set	loja02	8327,6	191	brinquedo
22/set	loja02	2997,5	55	brinquedo
23/set	loja02	12676,6	241	brinquedo
24/set	loja02	17437	329	brinquedo
25/set	loja02	5519,5	95	brinquedo
26/set	loja02	22226,4	392	brinquedo
27/set	loja02	13127,4	234	brinquedo
28/set	loja02	21010,5	345	brinquedo
29/set	loja02	16947,6	348	brinquedo
30/set	loja02	26493,6	456	brinquedo
01/out	loja02	7018,4	124	brinquedo
02/out	loja02	27197,5	473	brinquedo
03/out	loja02	3302	65	brinquedo
04/out	loja02	25992	456	brinquedo
05/out	loja02	15823,2	347	brinquedo
06/out	loja02	21176,8	412	brinquedo
07/out	loja02	26226	465	brinquedo
08/out	loja02	11745	225	brinquedo
09/out	loja02	5768,1	117	brinquedo
10/out	loja02	19154,4	347	brinquedo
11/out	loja02	28143	477	brinquedo
12/out	loja02	15434,6	337	brinquedo
13/out	loja02	12513,7	289	brinquedo
14/out	loja02	5135,3	89	brinquedo
15/out	loja02	16401	355	brinquedo
16/out	loja02	6398,4	129	brinquedo
17/out	loja02	20088	465	brinquedo
18/out	loja02	12628	287	brinquedo
19/out	loja02	13418,5	235	brinquedo
20/out	loja02	16804,8	389	brinquedo
21/out	loja02	20323,2	438	brinquedo
22/out	loja02	18052,5	415	brinquedo
23/out	loja02	10220,4	204	brinquedo
24/out	loja02	23870	434	brinquedo
25/out	loja02	13209,6	258	brinquedo
26/out	loja02	9214,4	208	brinquedo
27/out	loja02	19997,7	349	brinquedo
28/out	loja02	11179,2	204	brinquedo
29/out	loja02	12513,6	237	brinquedo
30/out	loja02	8942,4	162	brinquedo
31/out	loja02	12367,1	283	brinquedo
01/nov	loja02	10423,2	172	brinquedo
02/nov	loja02	17629	305	brinquedo
03/nov	loja02	16138,6	274	brinquedo
04/nov	loja02	2740,8	48	brinquedo
05/nov	loja02	2856	60	brinquedo
06/nov	loja02	8568	180	brinquedo
07/nov	loja02	17712	410	brinquedo
08/nov	loja02	6455,4	106	brinquedo
09/nov	loja02	6249,1	143	brinquedo
10/nov	loja02	2485,7	53	brinquedo
11/nov	loja02	21337,8	366	brinquedo
12/nov	loja02	11447,5	241	brinquedo
13/nov	loja02	11332,2	202	brinquedo
14/nov	loja02	11363,4	214	brinquedo
15/nov	loja02	19596,5	385	brinquedo
16/nov	loja02	21793,5	435	brinquedo
17/nov	loja02	3834,6	66	brinquedo
18/nov	loja02	22969,6	388	brinquedo
19/nov	loja02	13530	300	brinquedo
20/nov	loja02	21326,8	407	brinquedo
21/nov	loja02	7863,8	137	brinquedo
22/nov	loja02	6179,8	106	brinquedo
23/nov	loja02	3571,2	62	brinquedo
24/nov	loja02	14737,6	302	brinquedo
25/nov	loja02	10974,5	235	brinquedo
26/nov	loja02	7090,2	117	brinquedo
27/nov	loja02	5425	125	brinquedo
28/nov	loja02	14128,8	232	brinquedo
29/nov	loja02	22022,4	372	brinquedo
30/nov	loja02	7062,6	158	brinquedo
01/dez	loja02	21947,4	411	brinquedo
02/dez	loja02	16641	387	brinquedo
03/dez	loja02	15437,9	317	brinquedo
04/dez	loja02	7888,8	152	brinquedo
05/dez	loja02	2840,4	54	brinquedo
06/dez	loja02	6596,8	133	brinquedo
07/dez	loja02	11854,8	267	brinquedo
08/dez	loja02	15360	256	brinquedo
09/dez	loja02	6966	162	brinquedo
10/dez	loja02	10862,4	186	brinquedo
11/dez	loja02	12251,2	248	brinquedo
12/dez	loja02	11001,6	192	brinquedo
13/dez	loja02	3367	74	brinquedo
14/dez	loja02	13698,6	237	brinquedo
15/dez	loja02	19329,5	335	brinquedo
16/dez	loja02	5077,8	117	brinquedo
17/dez	loja02	8694,4	176	brinquedo
18/dez	loja02	11280	240	brinquedo
19/dez	loja02	6148,6	142	brinquedo
20/dez	loja02	16207,8	357	brinquedo
21/dez	loja02	11116,8	193	brinquedo
22/dez	loja02	20599,5	443	brinquedo
23/dez	loja02	5627,7	111	brinquedo
24/dez	loja02	11123	245	brinquedo
25/dez	loja02	13627,6	314	brinquedo
26/dez	loja02	13677	282	brinquedo
27/dez	loja02	10190,4	193	brinquedo
28/dez	loja02	16232,9	271	brinquedo
29/dez	loja02	12604,3	241	brinquedo
30/dez	loja02	24440,4	438	brinquedo
31/dez	loja02	4050,6	86	brinquedo
01/jan	loja03	10642,4	212	brinquedo
02/jan	loja03	6009,5	119	brinquedo
03/jan	loja03	4193	70	brinquedo
04/jan	loja03	12885,6	273	brinquedo
05/jan	loja03	8221,6	172	brinquedo
06/jan	loja03	15960	350	brinquedo
07/jan	loja03	25264,7	467	brinquedo
08/jan	loja03	14833,2	282	brinquedo
09/jan	loja03	23430	426	brinquedo
10/jan	loja03	22576,2	382	brinquedo
11/jan	loja03	21512,7	451	brinquedo
12/jan	loja03	18666,2	398	brinquedo
13/jan	loja03	10391,7	201	brinquedo
14/jan	loja03	13234,8	269	brinquedo
15/jan	loja03	6163,2	107	brinquedo
16/jan	loja03	15226	331	brinquedo
17/jan	loja03	13112	298	brinquedo
18/jan	loja03	11809,6	242	brinquedo
19/jan	loja03	14574,5	283	brinquedo
20/jan	loja03	5304,4	89	brinquedo
21/jan	loja03	3209,1	57	brinquedo
22/jan	loja03	17283,2	352	brinquedo
23/jan	loja03	24677,9	463	brinquedo
24/jan	loja03	25960	440	brinquedo
25/jan	loja03	21993,9	439	brinquedo
26/jan	loja03	10310,8	173	brinquedo
27/jan	loja03	3766,6	74	brinquedo
28/jan	loja03	3959	74	brinquedo
29/jan	loja03	6025	125	brinquedo
30/jan	loja03	16908,7	353	brinquedo
31/jan	loja03	14320,8	312	brinquedo
01/fev	loja03	3737,5	65	brinquedo
02/fev	loja03	21657,6	423	brinquedo
03/fev	loja03	24822	420	brinquedo
04/fev	loja03	16745,5	313	brinquedo
05/fev	loja03	14464,8	294	brinquedo
06/fev	loja03	19490,2	446	brinquedo
07/fev	loja03	17973,3	331	brinquedo
08/fev	loja03	7316,4	156	brinquedo
09/fev	loja03	14327,5	275	brinquedo
10/fev	loja03	16583,8	283	brinquedo
11/fev	loja03	4405,5	89	brinquedo
12/fev	loja03	17124,8	308	brinquedo
13/fev	loja03	5794,8	132	brinquedo
14/fev	loja03	28099,8	466	brinquedo
15/fev	loja03	9609,6	208	brinquedo
16/fev	loja03	4870,8	108	brinquedo
17/fev	loja03	2536,8	42	brinquedo
18/fev	loja03	11650,9	263	brinquedo
19/fev	loja03	11194,6	223	brinquedo
20/fev	loja03	12104,4	262	brinquedo
21/fev	loja03	15687	270	brinquedo
22/fev	loja03	6408,4	148	brinquedo
23/fev	loja03	22230,6	402	brinquedo
24/fev	loja03	4017	78	brinquedo
25/fev	loja03	23520,4	463	brinquedo
26/fev	loja03	15104,8	316	brinquedo
27/fev	loja03	10819,2	224	brinquedo
28/fev	loja03	5977	139	brinquedo
29/fev	loja03	22681,2	461	brinquedo
01/mar	loja03	3405,6	66	brinquedo
02/mar	loja03	19666,2	449	brinquedo
03/mar	loja03	5013,8	106	brinquedo
04/mar	loja03	12806,4	232	brinquedo
05/mar	loja03	5375,1	123	brinquedo
06/mar	loja03	3792,4	76	brinquedo
07/mar	loja03	21275,4	354	brinquedo
08/mar	loja03	22094,8	364	brinquedo
09/mar	loja03	20283,5	359	brinquedo
10/mar	loja03	24556,5	459	brinquedo
11/mar	loja03	24559	410	brinquedo
12/mar	loja03	13462,2	243	brinquedo
13/mar	loja03	6491,3	139	brinquedo
14/mar	loja03	21716,7	379	brinquedo
15/mar	loja03	14500	290	brinquedo
16/mar	loja03	18746,7	339	brinquedo
17/mar	loja03	6432	134	brinquedo
18/mar	loja03	7794	180	brinquedo
19/mar	loja03	11800	250	brinquedo
20/mar	loja03	11432,3	209	brinquedo
21/mar	loja03	2322,6	42	brinquedo
22/mar	loja03	23874	460	brinquedo
23/mar	loja03	17636,8	302	brinquedo
24/mar	loja03	8222,4	144	brinquedo
25/mar	loja03	9843	170	brinquedo
26/mar	loja03	7808,5	161	brinquedo
27/mar	loja03	18691,6	332	brinquedo
28/mar	loja03	24035	475	brinquedo
29/mar	loja03	5187,6	99	brinquedo
30/mar	loja03	7344	136	brinquedo
31/mar	loja03	15068,8	277	brinquedo
01/abr	loja03	14739,6	284	brinquedo
02/abr	loja03	9956	190	brinquedo
03/abr	loja03	20498,4	438	brinquedo
04/abr	loja03	4754,4	84	brinquedo
05/abr	loja03	19383,6	348	brinquedo
06/abr	loja03	24804	477	brinquedo
07/abr	loja03	6210,3	127	brinquedo
08/abr	loja03	21772,8	448	brinquedo
09/abr	loja03	4741,1	91	brinquedo
10/abr	loja03	8697,5	175	brinquedo
11/abr	loja03	25850,1	433	brinquedo
12/abr	loja03	12072	240	brinquedo
13/abr	loja03	17680,6	346	brinquedo
14/abr	loja03	6441,6	132	brinquedo
15/abr	loja03	20111	455	brinquedo
16/abr	loja03	13054,8	276	brinquedo
17/abr	loja03	10010,1	183	brinquedo
18/abr	loja03	13733,2	247	brinquedo
19/abr	loja03	25625,6	448	brinquedo
20/abr	loja03	21644,8	356	brinquedo
21/abr	loja03	15580	328	brinquedo
22/abr	loja03	8606,4	163	brinquedo
23/abr	loja03	2657,1	51	brinquedo
24/abr	loja03	4277,2	74	brinquedo
25/abr	loja03	7350	150	brinquedo
26/abr	loja03	6322,8	132	brinquedo
27/abr	loja03	24354	451	brinquedo
28/abr	loja03	17664,6	354	brinquedo
29/abr	loja03	26608,4	442	brinquedo
30/abr	loja03	23521,8	398	brinquedo
01/mai	loja03	13717	319	brinquedo
02/mai	loja03	18620,4	354	brinquedo
03/mai	loja03	3394,5	73	brinquedo
04/mai	loja03	23601,6	447	brinquedo
05/mai	loja03	22213	458	brinquedo
06/mai	loja03	11823,3	261	brinquedo
07/mai	loja03	10584	216	brinquedo
08/mai	loja03	8395,2	144	brinquedo
09/mai	loja03	9900,8	182	brinquedo
10/mai	loja03	23795,6	404	brinquedo
11/mai	loja03	2008	40	brinquedo
12/mai	loja03	15359,4	318	brinquedo
13/mai	loja03	2715	50	brinquedo
14/mai	loja03	23818,5	395	brinquedo
15/mai	loja03	9312,6	187	brinquedo
16/mai	loja03	14985,7	277	brinquedo
17/mai	loja03	12201,6	246	brinquedo
18/mai	loja03	14438,4	256	brinquedo
19/mai	loja03	20710,8	396	brinquedo
20/mai	loja03	7404,6	129	brinquedo
21/mai	loja03	4414,5	81	brinquedo
22/mai	loja03	20648	356	brinquedo
23/mai	loja03	8265,6	144	brinquedo
24/mai	loja03	5512	106	brinquedo
25/mai	loja03	21201	382	brinquedo
26/mai	loja03	19480	400	brinquedo
27/mai	loja03	8477,4	142	brinquedo
28/mai	loja03	7056,7	119	brinquedo
29/mai	loja03	19567,4	454	brinquedo
30/mai	loja03	12900	250	brinquedo
31/mai	loja03	13452	236	brinquedo
01/jun	loja03	7915,6	154	brinquedo
02/jun	loja03	2580	60	brinquedo
03/jun	loja03	9270,8	196	brinquedo
04/jun	loja03	1872	40	brinquedo
05/jun	loja03	11020,7	191	brinquedo
06/jun	loja03	10223,8	194	brinquedo
07/jun	loja03	19188,4	356	brinquedo
08/jun	loja03	26037,6	456	brinquedo
09/jun	loja03	2143,2	47	brinquedo
10/jun	loja03	13805,4	266	brinquedo
11/jun	loja03	6475,2	142	brinquedo
12/jun	loja03	7902	180	brinquedo
13/jun	loja03	14972,5	265	brinquedo
14/jun	loja03	23810,7	417	brinquedo
15/jun	loja03	4491	90	brinquedo
16/jun	loja03	4212	72	brinquedo
17/jun	loja03	24434,2	434	brinquedo
18/jun	loja03	3634,8	78	brinquedo
19/jun	loja03	19438,8	334	brinquedo
20/jun	loja03	5606,4	128	brinquedo
21/jun	loja03	7562,4	137	brinquedo
22/jun	loja03	14657,4	306	brinquedo
23/jun	loja03	9864,4	182	brinquedo
24/jun	loja03	18350,2	418	brinquedo
25/jun	loja03	14898,6	267	brinquedo
26/jun	loja03	8595	150	brinquedo
27/jun	loja03	3731	65	brinquedo
28/jun	loja03	2394	42	brinquedo
29/jun	loja03	2673	54	brinquedo
30/jun	loja03	11558,3	221	brinquedo
01/jul	loja03	10837,6	184	brinquedo
02/jul	loja03	5644,4	103	brinquedo
03/jul	loja03	9065	175	brinquedo
04/jul	loja03	18412,8	336	brinquedo
05/jul	loja03	15727,6	274	brinquedo
06/jul	loja03	11171,4	258	brinquedo
07/jul	loja03	11358,4	248	brinquedo
08/jul	loja03	20131,4	382	brinquedo
09/jul	loja03	20622,8	473	brinquedo
10/jul	loja03	13234,4	284	brinquedo
11/jul	loja03	22058,4	404	brinquedo
12/jul	loja03	14715,2	272	brinquedo
13/jul	loja03	12005,9	211	brinquedo
14/jul	loja03	11193	205	brinquedo
15/jul	loja03	13419,4	229	brinquedo
16/jul	loja03	17867,4	307	brinquedo
17/jul	loja03	21317,2	389	brinquedo
18/jul	loja03	7223,3	119	brinquedo
19/jul	loja03	14168	308	brinquedo
20/jul	loja03	25137,9	477	brinquedo
21/jul	loja03	15764,8	334	brinquedo
22/jul	loja03	9000	180	brinquedo
23/jul	loja03	16653	273	brinquedo
24/jul	loja03	14455,6	284	brinquedo
25/jul	loja03	19520,1	369	brinquedo
26/jul	loja03	24260,8	472	brinquedo
27/jul	loja03	23603,4	423	brinquedo
28/jul	loja03	2694	60	brinquedo
29/jul	loja03	11632,5	235	brinquedo
30/jul	loja03	4941,3	91	brinquedo
31/jul	loja03	5566	92	brinquedo
01/ago	loja03	10127	190	brinquedo
02/ago	loja03	16525,2	282	brinquedo
03/ago	loja03	10695	186	brinquedo
04/ago	loja03	21830,2	434	brinquedo
05/ago	loja03	17472,2	398	brinquedo
06/ago	loja03	2712	48	brinquedo
07/ago	loja03	6801,9	123	brinquedo
08/ago	loja03	4354,2	82	brinquedo
09/ago	loja03	22850	457	brinquedo
10/ago	loja03	19701	398	brinquedo
11/ago	loja03	20794	370	brinquedo
12/ago	loja03	10427,5	215	brinquedo
13/ago	loja03	10378,5	187	brinquedo
14/ago	loja03	9728	190	brinquedo
15/ago	loja03	2490,4	44	brinquedo
16/ago	loja03	4828,7	109	brinquedo
17/ago	loja03	21343,5	459	brinquedo
18/ago	loja03	9443,5	187	brinquedo
19/ago	loja03	3309,6	56	brinquedo
20/ago	loja03	9225,4	193	brinquedo
21/ago	loja03	25511,2	446	brinquedo
22/ago	loja03	7217,4	138	brinquedo
23/ago	loja03	4681,2	83	brinquedo
24/ago	loja03	19868,5	395	brinquedo
25/ago	loja03	5840,1	103	brinquedo
26/ago	loja03	12160,3	277	brinquedo
27/ago	loja03	13477,5	225	brinquedo
28/ago	loja03	14405,4	318	brinquedo
